_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
920,5.0,23,318,4.0,4.0,4.0,03/12/2019,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,19,4.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4233149,81.0,5.0,25  MARTHA EATON WAY ,3.0,,05,5.0,1980.0,2017.0
921,3.0,8,127,4.0,4.0,4.0,11/08/2017,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,19,4.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4233294,79.0,4.0,176  COWAN AVE ,4.0,,04,4.0,1983.0,2017.0
922,,3,34,,4.0,4.0,02/20/2019,4.0,4.0,4.0,4.0,,5.0,4.0,5.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4272882,83.0,4.0,468  SUMMERHILL AVE ,4.0,,11,4.0,1952.0,2017.0
923,4.0,30,296,4.0,4.0,4.0,03/08/2018,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4333382,73.0,4.0,555  SHERBOURNE ST ,3.0,,13,4.0,1978.0,2018.0
924,,3,20,,4.0,4.0,01/09/2019,4.0,4.0,4.0,3.0,,3.0,2.0,4.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4283460,72.0,5.0,4  ANGLESEY BLVD ,3.0,,02,3.0,1950.0,2018.0
925,,8,128,4.0,4.0,4.0,01/03/2018,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,18,4.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4286254,80.0,3.0,585  KING ST E,4.0,,13,4.0,2014.0,2017.0
926,4.0,3,66,4.0,4.0,4.0,10/18/2017,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,19,4.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4226941,71.0,4.0,781  THE QUEENSWAY  ,3.0,,03,3.0,1993.0,2017.0
927,,3,27,,5.0,3.0,03/08/2019,3.0,4.0,3.0,4.0,,5.0,3.0,4.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4245702,72.0,5.0,28  BALMORAL AVE ,3.0,,12,3.0,1930.0,2017.0
928,4.0,16,221,5.0,4.0,5.0,11/09/2017,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,18,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4261706,84.0,4.0,305  ROEHAMPTON AVE ,4.0,,15,4.0,2015.0,2017.0
929,,3,11,,3.0,3.0,11/09/2017,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4261719,66.0,3.0,12  OAKBURN CRES ,4.0,3.0,18,5.0,1945.0,2017.0
930,,3,41,,4.0,4.0,11/23/2017,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4252925,80.0,4.0,90  TWENTY FIFTH ST ,4.0,,03,4.0,1970.0,2017.0
931,4.0,23,168,4.0,5.0,5.0,03/14/2019,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4320792,82.0,5.0,21  VAUGHAN RD ,3.0,4.0,12,4.0,1975.0,
932,4.0,10,177,4.0,4.0,4.0,11/23/2017,4.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,18,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4264094,79.0,4.0,132  BERKELEY ST ,4.0,,13,4.0,2013.0,2017.0
933,,4,38,,5.0,4.0,02/15/2019,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4290978,89.0,5.0,2305  LAKE SHORE BLVD W,5.0,,03,4.0,1957.0,2017.0
934,4.0,10,65,3.0,3.0,3.0,11/14/2017,3.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4232801,67.0,4.0,4  ANTRIM CRES ,2.0,,21,4.0,1989.0,2017.0
935,2.0,16,220,5.0,4.0,4.0,12/08/2017,2.0,4.0,5.0,3.0,2.0,5.0,2.0,3.0,3.0,18,,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4250524,70.0,4.0,10  CHICHESTER PL ,4.0,,22,3.0,1971.0,2017.0
936,2.0,12,101,2.0,3.0,3.0,12/06/2018,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,17,,,PRIVATE,Evaluation needs to be conducted in 1 year,4250529,61.0,5.0,2255  WESTON RD ,3.0,,05,4.0,1965.0,2017.0
937,,3,15,,4.0,3.0,12/20/2018,3.0,4.0,4.0,4.0,,5.0,3.0,3.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4273205,74.0,4.0,67  GLOUCESTER ST ,4.0,,13,3.0,1911.0,2017.0
938,3.0,4,20,,3.0,3.0,11/23/2017,3.0,3.0,3.0,4.0,,5.0,4.0,4.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4281384,69.0,4.0,2404  QUEEN ST E,4.0,,20,3.0,1937.0,2017.0
939,,4,68,2.0,4.0,3.0,12/20/2017,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,18,4.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4269261,72.0,4.0,68  BERGAMOT AVE ,3.0,,01,5.0,2007.0,2018.0
940,,3,11,,4.0,4.0,01/09/2019,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4331737,77.0,4.0,2511  GERRARD ST E,4.0,,20,4.0,1954.0,
941,,3,13,,3.0,4.0,02/14/2019,3.0,4.0,3.0,3.0,,5.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4326893,75.0,4.0,1135  O'CONNOR DR ,4.0,,19,3.0,1951.0,
942,,3,26,,4.0,4.0,02/19/2019,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4257265,79.0,4.0,95  DAVENPORT RD ,4.0,,11,3.0,1969.0,2017.0
943,,3,18,,3.0,3.0,12/19/2017,3.0,3.0,4.0,3.0,,5.0,3.0,3.0,2.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4288800,66.0,3.0,82  WILLOW AVE ,4.0,,19,3.0,1920.0,2017.0
944,3.0,22,220,4.0,3.0,4.0,11/10/2017,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4171378,73.0,5.0,700  BAY ST ,3.0,,11,4.0,1973.0,2017.0
945,4.0,11,106,3.0,3.0,4.0,10/18/2017,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,19,4.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4166819,77.0,4.0,99  VAUGHAN RD ,3.0,,12,4.0,1991.0,2017.0
946,4.0,21,275,3.0,4.0,4.0,11/13/2017,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4166942,72.0,4.0,50  CAMBRIDGE AVE ,2.0,4.0,14,4.0,1967.0,2017.0
947,4.0,21,275,3.0,4.0,4.0,11/13/2017,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4166944,70.0,3.0,70  CAMBRIDGE AVE ,2.0,4.0,14,3.0,1967.0,2017.0
948,3.0,8,77,3.0,3.0,3.0,11/06/2017,3.0,4.0,3.0,3.0,,4.0,3.0,3.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4166992,67.0,4.0,1294  ISLINGTON AVE ,3.0,,03,3.0,1971.0,2017.0
949,4.0,9,99,3.0,4.0,4.0,10/25/2017,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4166996,75.0,4.0,130  ROSEDALE VALLEY RD ,4.0,3.0,11,4.0,1955.0,2017.0
950,3.0,3,47,,3.0,3.0,01/15/2019,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17,,3.0,TCHC,Evaluation needs to be conducted in 1 year,4167680,62.0,3.0,259  SUMACH ST ,3.0,,13,4.0,2006.0,2017.0
951,2.0,5,33,4.0,4.0,3.0,11/09/2017,3.0,3.0,4.0,3.0,,5.0,3.0,4.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152705,67.0,4.0,815  KENNEDY RD ,3.0,,21,3.0,1969.0,2017.0
952,5.0,6,62,4.0,4.0,4.0,11/17/2017,3.0,4.0,2.0,3.0,,5.0,4.0,4.0,2.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152706,74.0,4.0,819  KENNEDY RD ,4.0,,21,3.0,1961.0,2017.0
953,3.0,6,59,5.0,4.0,4.0,01/22/2019,3.0,4.0,4.0,3.0,,3.0,3.0,3.0,2.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152707,68.0,4.0,821  KENNEDY RD ,3.0,3.0,21,4.0,1961.0,2017.0
954,,4,52,,4.0,3.0,10/13/2017,4.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152722,74.0,4.0,1525  BIRCHMOUNT RD ,4.0,,21,4.0,1956.0,2017.0
955,,3,15,,3.0,3.0,03/12/2019,3.0,4.0,3.0,3.0,,5.0,3.0,3.0,3.0,15,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153115,65.0,3.0,109  GLENHOLME AVE ,3.0,3.0,09,3.0,1930.0,2017.0
956,,3,11,,3.0,2.0,02/25/2019,2.0,3.0,3.0,3.0,,4.0,3.0,2.0,3.0,13,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153116,57.0,3.0,1095  ST CLAIR AVE W,3.0,,09,3.0,1951.0,2017.0
957,4.0,4,44,3.0,4.0,4.0,10/11/2017,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,18,,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153117,72.0,4.0,6 A  GREENLAW AVE ,3.0,,09,4.0,1993.0,2017.0
958,3.0,3,50,3.0,4.0,3.0,12/18/2018,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,19,4.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153142,69.0,5.0,800  ADELAIDE ST W,3.0,,10,4.0,1987.0,2017.0
959,3.0,3,16,,4.0,3.0,12/14/2018,3.0,2.0,3.0,3.0,,5.0,5.0,3.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153147,68.0,5.0,255  DOVERCOURT RD ,3.0,,10,2.0,1912.0,2017.0
960,3.0,4,15,,3.0,4.0,01/08/2018,3.0,4.0,4.0,4.0,,5.0,3.0,3.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153592,70.0,3.0,2  PROSPECT ST ,3.0,,13,4.0,1910.0,2017.0
961,4.0,15,239,4.0,4.0,4.0,01/25/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153599,81.0,4.0,99  HOWARD ST ,4.0,4.0,13,4.0,1964.0,2017.0
962,4.0,15,239,4.0,4.0,4.0,01/30/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153600,80.0,4.0,670  PARLIAMENT ST ,4.0,4.0,13,4.0,1964.0,2017.0
963,,22,568,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153601,64.0,,650  PARLIAMENT ST ,,,13,,1969.0,2017.0
964,,4,54,,3.0,3.0,11/14/2017,3.0,4.0,4.0,3.0,,5.0,2.0,4.0,4.0,17,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153605,72.0,4.0,9  TENNIS CRES ,4.0,3.0,14,3.0,1931.0,2017.0
965,,3,39,,4.0,4.0,01/04/2019,3.0,4.0,4.0,5.0,,5.0,4.0,4.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153614,79.0,5.0,778  BROADVIEW AVE ,3.0,,14,3.0,1929.0,2019.0
966,,4,23,,3.0,3.0,11/27/2017,4.0,3.0,4.0,5.0,,5.0,3.0,3.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153617,69.0,3.0,856-858  BROADVIEW AVE ,3.0,,14,3.0,1955.0,2017.0
967,,3,13,,4.0,3.0,01/30/2019,3.0,4.0,4.0,3.0,,5.0,3.0,3.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153622,73.0,4.0,85  LAING ST ,4.0,,14,4.0,1921.0,
968,4.0,6,49,5.0,4.0,5.0,12/14/2018,3.0,3.0,4.0,4.0,,5.0,5.0,4.0,5.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154122,83.0,5.0,45  GAMBLE AVE ,4.0,4.0,14,3.0,1974.0,2017.0
969,3.0,21,372,4.0,3.0,4.0,10/31/2017,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,19,3.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154624,66.0,4.0,300  ANTIBES DR ,3.0,,06,3.0,1979.0,2017.0
970,4.0,3,11,,3.0,3.0,02/12/2019,4.0,4.0,3.0,3.0,,5.0,3.0,3.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154635,69.0,3.0,1  WILMINGTON AVE ,3.0,,06,4.0,1959.0,2017.0
971,3.0,6,179,4.0,4.0,4.0,01/30/2019,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154645,73.0,4.0,521-523  FINCH AVE W,4.0,3.0,06,3.0,1960.0,2017.0
972,3.0,4,22,,3.0,3.0,01/16/2019,3.0,3.0,4.0,3.0,,5.0,4.0,4.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154658,73.0,5.0,3253  BATHURST ST ,4.0,4.0,08,4.0,1955.0,2017.0
973,,16,144,3.0,4.0,4.0,11/21/2017,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,19,4.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155026,78.0,4.0,2353  DUFFERIN ST ,3.0,4.0,12,4.0,1997.0,2017.0
974,5.0,6,54,4.0,4.0,4.0,02/21/2019,4.0,3.0,4.0,4.0,,5.0,4.0,5.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155033,81.0,5.0,682  NORTHCLIFFE BLVD ,4.0,3.0,12,4.0,1960.0,2017.0
975,5.0,10,129,4.0,4.0,5.0,02/21/2019,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155034,81.0,5.0,640  LAUDER AVE ,3.0,4.0,12,4.0,1965.0,2017.0
976,,3,24,,3.0,3.0,02/28/2019,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155036,63.0,4.0,560  OAKWOOD AVE ,3.0,,12,3.0,1960.0,2017.0
977,3.0,4,53,4.0,5.0,5.0,01/30/2019,3.0,3.0,3.0,4.0,,5.0,5.0,5.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155554,84.0,5.0,45  FORTY SECOND ST ,5.0,,03,4.0,1963.0,2017.0
978,4.0,24,278,4.0,3.0,3.0,02/04/2019,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155563,69.0,3.0,30  TEESDALE PL ,3.0,,20,4.0,1971.0,2017.0
979,4.0,7,108,4.0,3.0,4.0,12/18/2018,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156102,79.0,5.0,35  WARRENDER AVE ,4.0,3.0,02,4.0,1968.0,2017.0
980,4.0,6,60,4.0,4.0,4.0,11/20/2017,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152743,74.0,4.0,25  GREENBRAE CRCT ,4.0,,24,3.0,1962.0,2017.0
981,4.0,6,70,4.0,4.0,4.0,11/20/2017,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152744,80.0,4.0,35  GREENBRAE CRCT ,4.0,,24,4.0,1962.0,2017.0
982,3.0,5,115,4.0,4.0,4.0,01/24/2019,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,19,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152758,74.0,5.0,1155  MIDLAND AVE ,4.0,,21,3.0,1965.0,2017.0
983,4.0,13,144,4.0,4.0,3.0,01/30/2019,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152759,76.0,5.0,1375  MIDLAND AVE ,4.0,,21,5.0,1972.0,2017.0
984,3.0,3,12,,3.0,3.0,12/13/2018,3.0,2.0,2.0,4.0,,5.0,3.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4153170,63.0,4.0,711  BLOOR ST W,3.0,,11,3.0,1920.0,2017.0
985,5.0,7,63,4.0,5.0,3.0,01/11/2019,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,19,,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153173,78.0,5.0,11  WALMER RD ,3.0,3.0,11,4.0,1965.0,2017.0
986,,3,24,,3.0,3.0,12/27/2018,2.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4153178,63.0,5.0,334  BLOOR ST W,3.0,3.0,11,2.0,1919.0,2017.0
987,3.0,9,63,3.0,3.0,3.0,12/28/2018,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4153185,63.0,5.0,375  BRUNSWICK AVE ,3.0,2.0,11,3.0,1960.0,2017.0
988,,4,42,,2.0,2.0,02/08/2019,3.0,3.0,3.0,3.0,,3.0,2.0,2.0,2.0,15,,3.0,PRIVATE,Building Audit,4153639,49.0,2.0,279  WOODFIELD RD ,2.0,2.0,14,3.0,1915.0,
989,,14,350,4.0,3.0,3.0,02/01/2019,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,18,3.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4153659,70.0,4.0,145  STRATHMORE BLVD ,3.0,,14,3.0,1974.0,2017.0
990,4.0,4,64,4.0,4.0,4.0,01/10/2019,3.0,4.0,4.0,5.0,,5.0,5.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154685,83.0,5.0,2181  AVENUE RD ,4.0,3.0,08,4.0,1950.0,2017.0
991,3.0,13,142,3.0,3.0,4.0,10/10/2017,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154693,66.0,3.0,4383  BATHURST ST ,3.0,,06,3.0,1960.0,2017.0
992,4.0,3,26,,4.0,3.0,01/24/2019,3.0,3.0,4.0,4.0,,4.0,2.0,4.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155050,71.0,5.0,836  ROSELAWN AVE ,3.0,,08,4.0,1965.0,2017.0
993,3.0,9,90,4.0,3.0,3.0,11/15/2017,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155067,66.0,3.0,65  DYNEVOR RD ,3.0,,09,3.0,1967.0,2017.0
994,3.0,16,301,3.0,3.0,3.0,01/10/2019,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,19,,2.0,TCHC,Evaluation needs to be conducted in 1 year,4155600,57.0,3.0,155  SHERBOURNE ST ,2.0,3.0,13,3.0,1973.0,2017.0
995,3.0,27,469,3.0,3.0,3.0,01/15/2019,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,20,4.0,3.0,TCHC,Evaluation needs to be conducted in 1 year,4155602,63.0,4.0,220  OAK ST ,3.0,3.0,13,3.0,1972.0,2017.0
996,,3,34,,3.0,3.0,10/11/2017,3.0,3.0,3.0,3.0,,5.0,4.0,4.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156108,67.0,3.0,2525  LAKE SHORE BLVD W,3.0,,03,3.0,1952.0,2017.0
997,4.0,4,38,4.0,4.0,4.0,10/13/2017,3.0,4.0,3.0,4.0,,4.0,3.0,2.0,4.0,17,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156512,68.0,3.0,32  BROOKWELL DR ,3.0,,06,4.0,1964.0,2017.0
998,4.0,7,110,4.0,3.0,4.0,11/16/2017,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152774,76.0,4.0,3125  LAWRENCE AVE E,4.0,,21,4.0,1964.0,2017.0
999,3.0,6,90,3.0,3.0,4.0,11/23/2017,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152780,69.0,4.0,121  MINERVA AVE ,3.0,4.0,20,3.0,1964.0,2017.0
1000,4.0,6,68,3.0,3.0,3.0,01/03/2018,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152787,66.0,3.0,3101  EGLINTON AVE E,3.0,,20,3.0,1965.0,2017.0
1001,4.0,7,82,3.0,4.0,3.0,03/12/2019,3.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152790,72.0,4.0,3131  EGLINTON AVE E,3.0,,20,4.0,1960.0,2017.0
1002,3.0,16,229,4.0,3.0,4.0,11/16/2017,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152800,68.0,4.0,225  MARKHAM RD ,4.0,,24,3.0,1969.0,2017.0
1003,2.0,11,157,3.0,3.0,3.0,01/03/2019,3.0,2.0,2.0,2.0,,5.0,3.0,2.0,3.0,17,,2.0,PRIVATE,Evaluation needs to be conducted in 1 year,4153192,56.0,4.0,68-72  SPADINA RD ,3.0,,11,3.0,1963.0,2018.0
1004,,3,24,,3.0,3.0,12/14/2017,3.0,3.0,3.0,4.0,,5.0,3.0,4.0,3.0,14,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153194,67.0,3.0,245 A  HOWLAND AVE ,4.0,,11,3.0,1920.0,2019.0
1005,,3,20,,4.0,3.0,12/28/2018,3.0,3.0,3.0,4.0,,5.0,5.0,4.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153195,75.0,5.0,399  DUPONT ST ,3.0,,11,3.0,1913.0,2017.0
1006,4.0,8,62,4.0,4.0,5.0,01/11/2019,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153199,73.0,5.0,25  BEDFORD RD ,3.0,3.0,11,3.0,2004.0,2017.0
1007,5.0,13,70,4.0,5.0,3.0,01/11/2019,4.0,3.0,3.0,4.0,,5.0,4.0,5.0,4.0,18,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153214,81.0,5.0,485  HURON ST ,4.0,3.0,11,4.0,1965.0,2017.0
1008,4.0,4,12,,4.0,4.0,01/10/2018,4.0,3.0,4.0,3.0,,5.0,3.0,4.0,4.0,15,,,TCHC,Evaluation needs to be conducted in 2 years,4153215,76.0,3.0,25  MADISON AVE ,4.0,,11,4.0,1989.0,2018.0
1009,4.0,10,57,3.0,3.0,3.0,12/13/2017,4.0,4.0,3.0,4.0,,5.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153217,72.0,4.0,59  SPADINA RD ,3.0,4.0,11,4.0,1957.0,2017.0
1010,,4,60,,3.0,4.0,02/14/2019,4.0,4.0,4.0,3.0,,5.0,3.0,3.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153679,76.0,4.0,140  KINGSTON RD ,4.0,,19,4.0,1954.0,2017.0
1011,4.0,4,20,,3.0,3.0,12/12/2017,3.0,3.0,4.0,3.0,,5.0,3.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154206,66.0,4.0,1911  BAYVIEW AVE ,3.0,,15,3.0,1911.0,2018.0
1012,,3,31,,3.0,3.0,01/11/2019,4.0,3.0,3.0,4.0,,5.0,3.0,3.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154209,71.0,3.0,1770  WILSON AVE ,4.0,,07,4.0,1954.0,2017.0
1013,3.0,3,10,,3.0,4.0,01/10/2019,4.0,4.0,3.0,3.0,,5.0,3.0,3.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154217,71.0,3.0,1750  WILSON AVE ,4.0,4.0,07,4.0,1967.0,2017.0
1014,2.0,23,263,3.0,5.0,4.0,12/18/2018,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154221,64.0,3.0,180  CHALKFARM DR ,3.0,,07,4.0,1972.0,2017.0
1015,3.0,4,23,,4.0,4.0,02/22/2019,3.0,3.0,2.0,3.0,,5.0,4.0,3.0,2.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155083,64.0,3.0,7  NASHVILLE AVE ,3.0,3.0,05,3.0,1965.0,2017.0
